dataset,experiment_name,experiment_id,timestamp,meta_loader,meta_synthesizer,meta_obtainer,meta_repairer,meta_synthesizer_params_model_path,meta_synthesizer_params_size,meta_synthesizer_params_seed,meta_obtainer_params_selection_budget,meta_obtainer_params_generation_budget,meta_obtainer_params_k,meta_obtainer_params_seed,meta_repairer_params_alpha,repairer,synthesizer,engine,runtime_loading,runtime_synthesizing,runtime_marginals_obtaining,runtime_repairing,deletion_ratio_before,deletion_ratio_after,deletion_ratio_ratio,marginals_error_synthetic_avg,marginals_error_repaired_avg,tvd_2way_synthetic_avg,tvd_2way_repaired_avg,ml_accuracy_synthetic_logistic_regression,ml_accuracy_synthetic_random_forest,ml_accuracy_synthetic_mlp,ml_accuracy_repaired_logistic_regression,ml_accuracy_repaired_random_forest,ml_accuracy_repaired_mlp,violations_private,violations_synthetic,violations_repaired,loss_function_synthetic_total,loss_function_synthetic_size_component,loss_function_synthetic_marginal_component,loss_function_repaired_total,loss_function_repaired_size_component,loss_function_repaired_marginal_component,meta_repairer_params_use_marginals
adult,alpha_sweep_adult_aim_a1.0,3f95d2a0,2026-05-08T14:31:25.184628,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_aim.pkl,1000,42,0.5,0.5,20,42,1.0,WeightedVCRepairer,SmartNoiseModelLoader,aim,0.31470680236816406,2.6217870712280273,1.2613823413848877,0.5753581523895264,1000,955,0.045,0.1952319744086404,0.1815695881618785,0.07028697900518872,0.07201326424810373,0.8202571557266287,0.8460546251177266,0.8081773883133369,0.821178493919168,0.844252897096761,0.8080954915851112,0,9241,0,0.0,0.0,0.012809603571788217,0.045,0.045,0.010962483152940045,
adult,alpha_sweep_adult_mst_a0.0,68960bcd,2026-05-08T14:30:42.331808,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.0,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.31023359298706055,1.8970627784729004,1.3726556301116943,4.4966208934783936,1000,144,0.856,0.27100105249521683,0.04397263721098789,0.07928398782468642,0.2062780937734871,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.7855943655050981,0.7830146185659883,0.7465705745055485,0,8850,0,0.02625856873006178,0.0,0.02625856873006178,0.005363879804977209,0.856,0.005363879804977209,
adult,alpha_sweep_adult_mst_a0.1,db50f09e,2026-05-08T14:31:45.570545,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.1,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.31083106994628906,1.8937656879425049,1.3724703788757324,0.32192134857177734,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.023632711857055604,0.0,0.02625856873006178,0.024983904517606067,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.2,5f71fc2a,2026-05-08T14:31:43.323568,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.2,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.3116569519042969,1.8951084613800049,1.2833025455474854,0.3328099250793457,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.021006854984049427,0.0,0.02625856873006178,0.024319026237872063,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.3,7c237012,2026-05-08T14:31:41.006100,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.3,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.3157212734222412,1.8899140357971191,1.3684370517730713,0.3311176300048828,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.018380998111043247,0.0,0.02625856873006178,0.023654147958138052,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.4,2f58502b,2026-05-08T14:31:43.911308,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.4,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.30694150924682617,1.9033448696136475,1.3723249435424805,0.32914066314697266,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.01575514123803707,0.0,0.02625856873006178,0.022989269678404044,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.5,d61061a7,2026-05-08T14:31:43.411372,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.5,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.3122744560241699,1.8954808712005615,1.3726539611816406,0.33054232597351074,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.01312928436503089,0.0,0.02625856873006178,0.022324391398670037,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.6,a9bee63c,2026-05-08T14:31:43.357792,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.6,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.3059093952178955,1.9038190841674805,1.3684334754943848,0.32645416259765625,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.010503427492024714,0.0,0.02625856873006178,0.02165951311893603,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.7,0b7084f2,2026-05-08T14:32:24.788229,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.7,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.5621488094329834,0.8510134220123291,0.9739103317260742,0.2436065673828125,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.007877570619018535,0.0,0.02625856873006178,0.020994634839202022,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.8,76030e02,2026-05-08T14:32:30.319717,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.8,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.275684118270874,0.8742706775665283,1.9877052307128906,0.4437751770019531,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.005251713746012355,0.0,0.02625856873006178,0.020329756559468014,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a0.9,36022134,2026-05-08T14:31:02.159670,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.9,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.3093719482421875,1.818019151687622,1.3503248691558838,0.3205440044403076,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.0026258568730061775,0.0,0.02625856873006178,0.019664878279734007,0.019,0.025648782797340074,
adult,alpha_sweep_adult_mst_a1.0,14121848,2026-05-08T14:31:14.206333,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,1.0,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.2989828586578369,1.8187055587768555,1.2452104091644287,0.3167572021484375,1000,981,0.019,0.27100105249521683,0.27906897994113256,0.07928398782468642,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.0,0.0,0.02625856873006178,0.019,0.019,0.025648782797340074,
adult,alpha_sweep_adult_patectgan_a0.0,148c8db4,2026-05-08T14:31:33.521945,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.0,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.31539225578308105,11.789397478103638,3.4065439701080322,55.9013786315918,1000,6,0.994,427545.89676511567,2405703.04436645,0.7347222839047579,0.8482267083430021,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.0,0.7607182343065395,0.7607182343065395,0,263375,0,0.6597048162004047,0.0,0.6597048162004047,0.4311064639858627,0.994,0.4311064639858627,
adult,alpha_sweep_adult_patectgan_a0.1,d25b69f7,2026-05-08T14:31:25.990589,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.1,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.3144795894622803,14.711759328842163,2.1618409156799316,41.15802502632141,1000,29,0.971,427545.89676511567,5653219.047887355,0.7347222839047579,0.8598207927455367,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.6920068793251709,0.743908930838213,0.6746242987592646,0,263375,0,0.5937343345803642,0.0,0.6597048162004047,0.6967370932010537,0.971,0.6662634368900597,
adult,alpha_sweep_adult_patectgan_a0.2,fdbabe97,2026-05-08T14:31:29.498628,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.2,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.29549336433410645,15.565533638000488,4.766899585723877,46.073532581329346,1000,29,0.971,427545.89676511567,5653219.047887355,0.7347222839047579,0.8598207927455367,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.6920068793251709,0.743908930838213,0.6746242987592646,0,263375,0,0.5277638529603238,0.0,0.6597048162004047,0.7272107495120479,0.971,0.6662634368900597,
adult,alpha_sweep_adult_patectgan_a0.3,12bbe367,2026-05-08T14:31:27.613913,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.3,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.3106415271759033,15.342610359191895,4.397270679473877,36.94282579421997,1000,29,0.971,427545.89676511567,5653219.047887355,0.7347222839047579,0.8598207927455367,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.6920068793251709,0.743908930838213,0.6746242987592646,0,263375,0,0.46179337134028325,0.0,0.6597048162004047,0.7576844058230419,0.971,0.6662634368900597,
adult,alpha_sweep_adult_patectgan_a0.4,f533397e,2026-05-08T14:31:26.961294,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.4,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.3117821216583252,15.50750470161438,4.397872686386108,43.89825248718262,1000,29,0.971,427545.89676511567,5653219.047887355,0.7347222839047579,0.8598207927455367,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.6920068793251709,0.743908930838213,0.6746242987592646,0,263375,0,0.39582288972024277,0.0,0.6597048162004047,0.7881580621340358,0.971,0.6662634368900597,
