dataset,experiment_name,experiment_id,timestamp,meta_loader,meta_synthesizer,meta_obtainer,meta_repairer,meta_synthesizer_params_model_path,meta_synthesizer_params_size,meta_synthesizer_params_seed,meta_obtainer_params_selection_budget,meta_obtainer_params_generation_budget,meta_obtainer_params_k,meta_obtainer_params_seed,meta_repairer_params_alpha,repairer,synthesizer,engine,runtime_loading,runtime_synthesizing,runtime_marginals_obtaining,runtime_repairing,deletion_ratio_before,deletion_ratio_after,deletion_ratio_ratio,marginals_error_synthetic_avg,marginals_error_repaired_avg,tvd_2way_synthetic_avg,tvd_2way_repaired_avg,ml_accuracy_synthetic_logistic_regression,ml_accuracy_synthetic_random_forest,ml_accuracy_synthetic_mlp,ml_accuracy_repaired_logistic_regression,ml_accuracy_repaired_random_forest,ml_accuracy_repaired_mlp,violations_private,violations_synthetic,violations_repaired,loss_function_synthetic_total,loss_function_synthetic_size_component,loss_function_synthetic_marginal_component,loss_function_repaired_total,loss_function_repaired_size_component,loss_function_repaired_marginal_component,marginal_generation_quality_avg_relative_error,marginal_selection_quality_precision_at_k,marginal_selection_quality_overlap_count,marginal_selection_quality_k,meta_repairer_params_use_marginals
census,alpha_eps01_b1000_abserr_census_aim_a0.55,ba63c51e,2026-05-17T16:09:53.059327,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.55,WeightedVCRepairer,SmartNoiseModelLoader,aim,1.9902570247650144,15.347818374633787,0.0003581047058105,16.56681776046753,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.5419012935548433,0.985275079190624,0.0,0.5419565267327993,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.6,830c7718,2026-05-17T16:16:04.773398,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.6,WeightedVCRepairer,SmartNoiseModelLoader,aim,1.2241127490997314,9.333908081054688,0.0002908706665039,8.823843717575073,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.5911650475143744,0.985275079190624,0.0,0.5912253018903264,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.65,4643f869,2026-05-17T15:55:53.581464,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.65,WeightedVCRepairer,SmartNoiseModelLoader,aim,2.577342987060547,17.9432590007782,0.0004780292510986,17.9231014251709,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.6404288014739057,0.985275079190624,0.0,0.6404940770478537,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.7,32f66aa7,2026-05-17T15:55:55.603563,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.7,WeightedVCRepairer,SmartNoiseModelLoader,aim,2.5768485069274902,19.938130617141724,0.0004129409790039,17.515984773635864,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.6896925554334368,0.985275079190624,0.0,0.6897628522053808,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.75,89b1be88,2026-05-17T16:09:40.946585,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.75,WeightedVCRepairer,SmartNoiseModelLoader,aim,1.8974616527557373,15.233443975448608,0.000361680984497,16.177417755126953,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.7389563093929681,0.985275079190624,0.0,0.7390316273629081,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.8,fc3a2399,2026-05-17T16:09:42.970096,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.8,WeightedVCRepairer,SmartNoiseModelLoader,aim,1.857388257980347,16.588592767715454,0.000342845916748,16.20502781867981,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.7882200633524993,0.985275079190624,0.0,0.7883004025204352,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.85,e99e7976,2026-05-17T16:15:54.420385,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.85,WeightedVCRepairer,SmartNoiseModelLoader,aim,1.3566875457763672,9.169174432754517,0.0002799034118652,8.75900411605835,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.8374838173120305,0.985275079190624,0.0,0.8375691776779624,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.9,77408f18,2026-05-17T15:56:09.259023,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.9,WeightedVCRepairer,SmartNoiseModelLoader,aim,2.583409786224365,21.909139156341556,0.000502586364746,17.396542072296143,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.8867475712715617,0.985275079190624,0.0,0.8868379528354896,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a0.95,75f6806a,2026-05-17T15:56:13.951470,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,0.95,WeightedVCRepairer,SmartNoiseModelLoader,aim,2.5884549617767334,25.11590266227722,0.0004513263702392,17.019785165786743,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.9360113252310928,0.985275079190624,0.0,0.9361067279930168,0.985375503150544,0.0,,,,,
census,alpha_eps01_b1000_abserr_census_aim_a1.0,924beeb7,2026-05-17T16:07:05.325995,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/census_aim_eps0.1.pkl,50000,42,1000.0,1000.0,20,42,1.0,WeightedVCRepairer,SmartNoiseModelLoader,aim,1.9219834804534912,15.349252462387083,0.0006334781646728,16.496649742126465,50000,49659,0.00682,,,0.0163728732199463,0.0160018360456902,0.6204215803727408,0.5678712829882401,0.6203408878067054,0.6204036159693533,0.5682293930623241,0.6202010010590163,0,501859,0,0.985275079190624,0.985275079190624,0.0,0.985375503150544,0.985375503150544,0.0,,,,,
