dataset,experiment_name,experiment_id,timestamp,meta_loader,meta_synthesizer,meta_obtainer,meta_repairer,meta_synthesizer_params_model_path,meta_synthesizer_params_size,meta_synthesizer_params_seed,meta_obtainer_params_selection_budget,meta_obtainer_params_generation_budget,meta_obtainer_params_k,meta_obtainer_params_seed,meta_repairer_params_alpha,repairer,synthesizer,engine,runtime_loading,runtime_synthesizing,runtime_marginals_obtaining,runtime_repairing,deletion_ratio_before,deletion_ratio_after,deletion_ratio_ratio,marginals_error_synthetic_avg,marginals_error_repaired_avg,tvd_2way_synthetic_avg,tvd_2way_repaired_avg,ml_accuracy_synthetic_logistic_regression,ml_accuracy_synthetic_random_forest,ml_accuracy_synthetic_mlp,ml_accuracy_repaired_logistic_regression,ml_accuracy_repaired_random_forest,ml_accuracy_repaired_mlp,violations_private,violations_synthetic,violations_repaired,loss_function_synthetic_total,loss_function_synthetic_size_component,loss_function_synthetic_marginal_component,loss_function_repaired_total,loss_function_repaired_size_component,loss_function_repaired_marginal_component,marginal_generation_quality_avg_relative_error,marginal_selection_quality_precision_at_k,marginal_selection_quality_overlap_count,marginal_selection_quality_k,meta_repairer_params_use_marginals
adult,may_2026_batch,7f6d840f,2026-05-08T09:42:40.783915,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,43,0.5,0.5,20,42,0.5,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.1668863296508789,1.3450016975402832,0.7354753017425537,7.630031585693359,1000,31,0.969,651476.7768801784,3234809.187536434,0.739424218422474,0.8426134780754215,0.2846935014946153,0.3440276810941403,0.5429753081364399,0.3694566152082224,0.4840096638139306,0.4157077924736906,0,259076,0,0.330734335063173,0.0,0.661468670126346,0.8117182060309149,0.969,0.6544364120618299,,,,,
adult,may_2026_batch,95888b98,2026-05-08T11:44:16.145267,FileLoader,SmartNoiseModelLoader,TopKObtainer,ILPRepairer,models/adult_aim.pkl,1000,43,0.5,0.5,20,42,0.5,ILPRepairer,SmartNoiseModelLoader,aim,0.1523478031158447,1.177553415298462,0.7194318771362305,26.75861930847168,1000,955,0.045,0.1924278629463277,0.184539487686122,0.0721186734289965,0.0755382611417553,0.819642930264936,0.8431882396298268,0.8022398755169731,0.8196224560828795,0.8426559108963597,0.8061299701076942,0,10376,0,0.0070010768031598,0.0,0.0140021536063197,0.0298611553371913,0.045,0.0147223106743826,,,,,True
adult,may_2026_batch,9605817d,2026-05-08T09:42:38.284353,FileLoader,SmartNoiseModelLoader,TopKObtainer,VanillaVCRepairer,models/adult_mst.pkl,1000,43,0.5,0.5,20,42,,VanillaVCRepairer,SmartNoiseModelLoader,mst,0.1607401371002197,2.1864304542541504,0.718541145324707,0.1820530891418457,1000,986,0.014,0.7144508921081473,0.713722661348811,0.0783841510331662,0.079112370383724,0.8050243642766471,0.7775889603210352,0.740407845706564,0.8064985053847099,0.7800049138036935,0.7515048523811474,0,4235,0,0.0140391243739984,0.0,0.0280782487479968,0.0210727957735927,0.014,0.0281455915471855,,,,,
adult,may_2026_batch,a76cd26e,2026-05-08T11:43:52.921749,FileLoader,SmartNoiseModelLoader,TopKObtainer,ClassicVCRepairer,models/adult_aim.pkl,1000,43,0.5,0.5,20,42,,ClassicVCRepairer,SmartNoiseModelLoader,aim,0.1519665718078613,0.9566237926483154,0.7080550193786621,0.2687749862670898,1000,916,0.084,0.1924278629463277,0.1908012749928699,0.0721186734289965,0.0786668202081309,0.819642930264936,0.8431882396298268,0.8022398755169731,0.8188649113467917,0.8423692723475698,0.8043077679046722,0,10376,0,0.0070010768031598,0.0,0.0140021536063197,0.0488066444887494,0.084,0.0136132889774988,,,,,
adult,may_2026_batch,a76d9138,2026-05-08T09:42:41.768162,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.5,WeightedVCRepairer,SmartNoiseModelLoader,patectgan,0.1747376918792724,1.3267414569854736,0.7133669853210449,7.6233601570129395,1000,27,0.973,427545.89676511567,4919957.583322398,0.7347222839047579,0.8571004066165333,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.3239220343147291,0.6521845952254207,0.3199705171778387,0,263375,0,0.3298524081002023,0.0,0.6597048162004047,0.8078820377298319,0.973,0.642764075459664,,,,,
adult,may_2026_batch,a78d382b,2026-05-08T09:42:40.955662,FileLoader,SmartNoiseModelLoader,TopKObtainer,VanillaVCRepairer,models/adult_patectgan.pkl,1000,44,0.5,0.5,20,42,,VanillaVCRepairer,SmartNoiseModelLoader,patectgan,0.1670508384704589,1.3435115814208984,0.7300426959991455,6.681246519088745,1000,31,0.969,150.47034271823014,6268715.609210866,0.7363726991406693,0.8651908146592123,0.3954383522378281,0.4298554522746816,0.514966627083248,0.2394865075140248,0.2550059375127964,0.2405716391630154,0,260429,0,0.3302925220274613,0.0,0.6605850440549226,0.8246046188016549,0.969,0.6802092376033098,,,,,
adult,may_2026_batch,aa8d4c8b,2026-05-08T09:42:40.853937,FileLoader,SmartNoiseModelLoader,TopKObtainer,VanillaVCRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,,VanillaVCRepairer,SmartNoiseModelLoader,patectgan,0.1653892993927002,1.3446357250213623,0.7108850479125977,6.81596302986145,1000,27,0.973,427545.89676511567,4982597.202254036,0.7347222839047579,0.8721175872357232,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.5529257606158634,0.6193644813889685,0.5519429998771549,0,263375,0,0.3298524081002023,0.0,0.6597048162004047,0.8134375932853876,0.973,0.6538751865707751,,,,,
adult,may_2026_batch,b35e6800,2026-05-08T09:42:40.423293,FileLoader,SmartNoiseModelLoader,TopKObtainer,WeightedVCRepairer,models/adult_mst.pkl,1000,42,0.5,0.5,20,42,0.5,WeightedVCRepairer,SmartNoiseModelLoader,mst,0.1660559177398681,2.1826446056365967,0.7263050079345703,0.2223429679870605,1000,981,0.019,0.2710010524952168,0.2790689799411325,0.0792839878246864,0.0800930234488508,0.8080750174030548,0.7904057982883583,0.7633184554277057,0.8034069038941895,0.7880512673518693,0.7575447360877933,0,8850,0,0.0131292843650308,0.0,0.0262585687300617,0.02232439139867,0.019,0.02564878279734,,,,,
adult,may_2026_batch,b3922491,2026-05-08T10:54:39.779966,FileLoader,SmartNoiseModelLoader,TopKObtainer,ILPRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.5,ILPRepairer,SmartNoiseModelLoader,patectgan,0.1806247234344482,2.49466323852539,0.7229382991790771,4324.821677684784,1000,0,1.0,427545.89676511567,6835048.162004048,0.7347222839047579,0.5,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.0,0.0,0.0,0,263375,0,0.3298524081002023,0.0,0.6597048162004047,0.8417524081002024,1.0,0.6835048162004047,,,,,True
adult,may_2026_batch,b3f67448,2026-05-08T12:15:02.574851,FileLoader,SmartNoiseModelLoader,TopKObtainer,ILPRepairer,models/adult_patectgan.pkl,1000,42,0.5,0.5,20,42,0.5,ILPRepairer,SmartNoiseModelLoader,patectgan,0.1816232204437255,2.4912004470825195,0.7375340461730957,9149.000185728071,1000,36,0.964,427545.89676511567,3690103.693986299,0.7347222839047579,0.8468988005595848,0.3236149215838827,0.4281560951639982,0.3910159289136399,0.2952172310716187,0.55179968060276,0.3251300110560583,0,263375,0,0.3298524081002023,0.0,0.6597048162004047,0.8126412969890913,0.964,0.6612825939781825,,,,,False
